27	19
27	23
27	28
27	29
27	30
27	31
27	34
27	35
27	40
27	42
27	43
27	45
27	46
27	48
27	49
28	4
28	5
28	7
28	9
28	10
28	19
28	23
28	30
28	31
28	34
28	35
28	39
28	40
28	41
28	45
28	46
29	4
29	5
29	7
29	8
29	12
29	15
29	19
29	23
29	25
29	28
29	34
29	35
29	38
29	39
29	40
29	42
29	46
29	49
30	4
30	7
30	9
30	10
30	25
30	31
30	39
30	48
31	4
31	9
31	12
31	13
31	25
31	38
31	39
32	0
32	1
32	2
32	3
32	4
32	7
32	11
32	12
32	13
32	14
32	15
32	19
32	21
32	22
32	25
32	26
32	27
32	28
32	29
32	30
32	34
32	36
32	37
32	38
32	39
32	40
32	41
32	42
32	45
32	46
32	47
32	49
33	2
33	3
33	5
33	6
33	8
